story_id,company_name,industry_1,industry_2,industry_3
looker_65,Agriness,Software Development,Business Consulting and Services,"Technology, Information and Internet"
looker_66,AgrodatAi,Business Consulting and Services,"Technology, Information, and Internet",Software Development
looker_67,AgroStar,technology,information,internet
looker_68,AirAsia,Transportation,Travel,Airlines
looker_69,Airbus Defence and Space,"Technology, Information and Internet",Aerospace,Defense
looker_70,Airwallex,Financial Services,Technology,Software Development
looker_71,Akeneo,Retail,Software Development,Business Consulting and Services
looker_72,,o,t,h
looker_73,Algoan,Financial Services,Business Consulting and Services,"Technology, Information, and Internet"
looker_74,AllSaints,Retail,Technology,
looker_75,AllSaints Music,Music,Technology,Entertainment
looker_76,American Eagle,Retail,Business Consulting and Services,Consumer Services
looker_77,Analitica,business consulting and services,software development,information technology & services
looker_78,Anaplan,business consulting and services,software development,"technology, information and internet"
looker_79,Antvoice,Advertising Services,Software Development,Business Consulting
looker_80,AnyMind Group,Business Consulting and Services,Advertising Services,"Technology, Information and Internet"
looker_81,AODocs,Business Consulting and Services,Software Development,Information Technology & Services
looker_82,Apester,Business Consulting and Services,Advertising Services,Software Development
looker_83,Apex America,Business Consulting and Services,"Technology, Information and Internet",Financial Services
looker_84,AppsFlyer,Advertising Services,Software Development,Business Consulting and Services
looker_85,Apxor,software development,business consulting and services,information technology & services
looker_86,Arcules,business consulting and services,software development,it services and it consulting
looker_87,Area 1 Security,technology,information technology,business consulting and services
looker_88,Arek Oy,IT Services & IT Consulting,Business Consulting and Services,Financial Services
looker_89,Asahi Group Holdings Ltd.,food and beverage services,brewery and beverages,business consulting and services
looker_90,Ascend Money,Financial Services,Fintech,Technology
looker_91,ASML,Technology,Information Technology,Semiconductor
looker_92,ASML,Software Development,"Technology, Information and Internet",Semiconductors and Electronics Manufacturing
looker_93,Assurance IQ,Insurance,"Technology, Information and Internet",Financial Services
looker_94,ATB Financial,Financial Services,Software Development,Business Consulting and Services
looker_95,ATB Financial,financial services,banking,technology
looker_96,Life Image,Hospitals and Health Care,Medical Practices,Healthcare
looker_97,Ather Energy,software development,"technology, information and internet",information technology & services
looker_98,Atom bank,financial services,software development,"technology, information and internet"
looker_99,Attraqt,Retail,Software Development,Technology
looker_100,Augury,"Technology, Information and Internet",Business Consulting and Services,Industrial Machinery Manufacturing
looker_101,Auka,financial services,software development,"technology, information and internet"
looker_102,Auteco Mobility,Automotive,Transportation,Technology and Information
looker_103,Autheos,Technology,Software Development,Business Consulting and Services
looker_104,Auto Trader,retail,advertising services,software development
looker_105,Autogrill,Retail,Food & Beverage,Hospitality
looker_106,Autogrill,food and beverage services,retail,hospitality
looker_107,awoo Intelligence,Advertising Services,Business Consulting and Services,Information Technology & Services
looker_108,AXA Switzerland,Insurance,Financial Services,Business Consulting and Services
looker_109,AZ Delta,Hospitals and Health Care,Healthcare,Medical Practices
looker_110,,o,t,h
looker_111,Banca Mediolanum,financial services,retail banking,advertising
looker_112,Banco ABC Brasil,Financial Services,Business Consulting and Services,IT Services and IT Consulting
looker_113,Banco BV,Financial Services,Business Consulting and Services,"Technology, Information and Internet"
looker_114,Banque Edel,financial services,"technology, information and internet",business consulting and services
looker_115,Creative Media Works,"Technology, Information and Internet",Business Consulting and Services,IT Services and IT Consulting
looker_116,BBVA,Financial Services,Banking and Finance,Technology and Information
looker_117,Bending Spoons,software development,"technology, information and internet",wellness and fitness services
looker_118,Benefício Fácil,Business Consulting and Services,Professional Training and Coaching,Human Resources Services
looker_119,Benetton Group,Retail,Fashion,Apparel
looker_120,Best Day,Tourism,Travel Agency,IT Services
looker_121,Bharat Light & Power (BLP),Energy and Utilities,Industrial Equipment Manufacturing,Technology and IT Consulting
looker_122,Billie,Financial Services,"Technology, Information, and Internet",Business Consulting and Services
looker_123,Birdz,Water Management,Smart Water Metering,Construction
looker_124,Bitsmedia,Software Development,"Technology, Information and Internet",Business Consulting and Services
looker_125,BlaBlaCar,Business Consulting and Services,"Technology, Information and Internet",Software Development
looker_126,Blacklight Studio Works,Software Development,Mobile Games,Technology Services
looker_127,Blibli.com,e-commerce,retail,technology
looker_128,Blue Apron,"Technology, Information and Internet",Food and Beverage Services,Business Consulting and Services
looker_129,,o,t,h
looker_130,Body & Fit,Retail,Wellness and Fitness Services,Food and Beverage Services
looker_131,Bonnier Publications,Publishing,Media,Advertising Services
looker_132,bonprix,Retail,E-commerce,Consumer Services
looker_133,Boodmo,retail,"technology, information and internet",business consulting and services
looker_134,Boutir,Software Development,Technology,E-commerce
looker_135,Brain Corp,Retail,Software Development,Robotics
looker_136,Brandfolder,Business Consulting and Services,Software Development,"Technology, Information and Internet"
looker_137,Brandwatch,Advertising Services,Business Consulting and Services,"Technology, Information and Internet"
looker_138,Breaktime,advertising services,business consulting and services,"technology, information and internet"
looker_139,BreezoMeter,Environmental Intelligence,Data Analytics,Business Intelligence
looker_140,Breuninger,retail,business consulting and services,consumer services
looker_141,Brightfield,"Technology, Information and Internet",Business Consulting and Services,Energy Industry
looker_142,BrightInsight,healthcare,technology,software development
looker_143,Briscoe Group,Retail,Business Consulting and Services,"Technology, Information and Internet"
looker_144,Bulder Bank,Financial Services,Technology,Software Development
looker_145,BURGER KING,Food and Beverage Services,Retail,Restaurants
looker_146,BUTIK.,Retail,Fashion Retail,Multi-Brand Fashion Retail
looker_147,Cabify,"Technology, Information and Internet",Business Consulting and Services,Transportation and Logistics
looker_148,Camanchaca,Food Processing and Manufacturing,Aquaculture,Fishing and Seafood Industry
looker_149,Canadian Tire Corporation,Retail,Business Consulting and Services,Software Development
looker_150,Car Next Door,"Technology, Information and Internet",Software Development,"Transportation, Logistics, Supply Chain and Storage"
looker_151,Carousell,"Technology, Information and Internet",Software Development,Advertising Services
looker_152,Carrefour Belgium,retail,food,services
looker_153,Carrefour,retail,food and beverage services,consumer services
looker_154,Cart.com,Retail,E-commerce,Business Intelligence
looker_155,Casa della Salute,hospitals and health care,"technology, information and internet",medical practices
looker_156,Casa dos Ventos,energy,renewable energy,construction
looker_157,CashBook,Financial Services,Business Intelligence,Fintech
looker_158,Castbox,Software Development,"Technology, Information and Internet",Entertainment Providers
looker_159,CERC (Centrais de Regulação e Custodia),Financial Services,Business Consulting and Services,"Technology, Information and Internet"
looker_160,Chainstack,"Technology, Information and Internet",Software Development,Business Consulting and Services
looker_161,CHANGING.AI,"Technology, Information and Internet",Business Consulting and Services,Software Development
looker_162,Chauffeur Privé,business consulting and services,software development,information technology & services
looker_163,Cheerz,"Technology, Information and Internet",Software Development,Advertising Services
looker_164,Breuninger,retail,business consulting and services,"technology, information and internet"
looker_165,Brightfield,Software Development,"Technology, Information and Internet",Business Consulting and Services
looker_166,BrightInsight,"Technology, Information and Internet",Hospitals and Healthcare,Business Consulting and Services
looker_167,Briscoe Group,Retail,Business Consulting and Services,Consumer Services
looker_168,Bulder Bank,Financial Services,"Technology, Information and Internet",Banking
looker_169,BURGER KING Germany,Food and Beverage Services,Retail,Restaurants
looker_170,BUTIK.,retail,fashion,consumer services
looker_171,Cabify,Software Development,"Technology, Information and Internet",Business Consulting and Services
looker_172,Camanchaca,food_and_beverage_manufacturing,fisheries,aquaculture
looker_173,Canadian Tire Corporation,Retail,Financial Services,Software Development
looker_174,Car Next Door,software development,"transportation, logistics, supply chain and storage",environmental services
looker_175,Carousell,"Technology, Information and Internet",Business Consulting and Services,Software Development
looker_176,Carrefour Belgium,Retail,Food Services,Business Consulting
looker_177,Carrefour,retail,consumer services,business consulting and services
looker_178,Cart.com,retail,software development,business consulting and services
looker_179,Casa della Salute,hospitals and health care,medical practices,healthcare
looker_180,Casa dos Ventos,Wind Power,Renewable Energy,Energy Production
looker_181,CashBook,Financial Services,Software Development,Business Consulting and Services
looker_182,Castbox,Software Development,"Technology, Information and Internet",Entertainment Providers
looker_183,CERC,Financial Services,"Technology, Information and Internet",Business Consulting and Services
looker_184,Chainstack,IT Services and IT Consulting,Software Development,Financial Services
looker_185,CHANGING.AI,Business Consulting and Services,"Technology, Information, and Internet",Software Development
looker_186,Kapten (formerly Chauffeur Privé),"Technology, Information and Internet",Business Consulting and Services,Software Development
looker_187,Cheerz,"Technology, Information and Internet",Software Development,Advertising Services
looker_188,Chicory,Online Food and Grocery Market,Technology and Information Services,Software Development
looker_189,Chironix,Software Development,Business Consulting and Services,Human-Robot Interactions
looker_190,Chope,Business Consulting and Services,"Technology, Information and Internet",Food and Beverage Services
looker_191,Choreograph,Advertising Services,Business Intelligence,IT Services and IT Consulting
looker_192,CICIL,Financial Services,Software Development,Business Consulting and Services
looker_193,Citizens Advice Manchester,non-profit organizations,business consulting and services,advertising services
looker_194,CitrusAd,retail,software development,business consulting and services
looker_195,City of Memphis,Business Consulting and Services,Government and Public Administration,Information Technology and Internet
looker_196,CL,Retail,Fashion,Consumer Goods
looker_197,Clarify.io,Software Development,Business Consulting and Services,Industrial Manufacturing
looker_198,Classcraft,education administration programs,software development,business consulting and services
looker_199,Classi Corp.,Business Consulting and Services,Education Administration Programs,Software Development
looker_200,Clear Labs,Business Consulting and Services,Software Development,Food and Beverage Services
looker_201,Cleartrip,Software development,Travel and Hospitality,Technology
looker_202,ClimaCell,"Technology, Information and Internet",Software Development,Business Consulting and Services
looker_203,Clipchamp,IT Services and IT Consulting,Business Consulting and Services,Software Development
looker_204,CME Group,financial services,"technology, information and internet",business consulting and services
looker_205,CNA,insurance,financial services,business consulting and services
looker_206,Codeway,software development,"technology, information and internet",business consulting and services
looker_207,CoinGecko,Business Consulting and Services,Financial Services,"Technology, Information, and Internet"
looker_208,Coinhako,Financial Services,Technology,Software Development
looker_209,Nuvem Mestra,IT Services and IT Consulting,Business Consulting and Services,Education Administration Programs
looker_210,COLOPL,Software Development,Gaming Industry,Business Consulting and Services
looker_211,Colorado Center for Personalized Medicine (CCPM),Hospitals and Health Care,"Technology, Information and Internet",Business Consulting and Services
looker_212,Comair,IT Services and IT Consulting,Business Consulting and Services,Air Transport
looker_213,commercetools,business consulting and services,"technology, information and internet",software development
looker_214,Commonwealth Care Alliance,Hospitals and Health Care,Business Consulting and Services,Healthcare Administration
looker_215,Google Cloud,IT Services and IT Consulting,Business Intelligence and Analytics,"Technology, Information and Internet"
looker_216,Convirza,Business Consulting and Services,"Technology, Information and Internet",Advertising Services
looker_217,ConX,construction,software development,business consulting and services
looker_218,Coolblue,Retail,E-commerce,Technology
looker_219,Corab,construction,software development,business consulting and services
looker_220,Corteva Agriscience,"Technology, Information and Internet",Business Consulting and Services,Agriculture and Food Processing
looker_221,Costway,retail,e-commerce,business consulting and services
looker_222,Craveable Brands,retail,food and beverage services,restaurants
looker_223,Credit OK,Financial Services,Technology,Fintech
looker_224,Croct,Business Consulting and Services,Software Development,"Technology, Information and Internet"
looker_225,CybelAngel,Technology,Information,Internet
looker_226,Dagangan,Business Consulting and Services,"Technology, Information, and Internet",Retail
looker_227,Deep Sky Vineyard,Food & Beverage Services,Agriculture,Manufacturing
looker_228,Degoo,"Technology, Information and Internet",Software Development,Business Consulting and Services
looker_229,Delivery Hero,Software Development,Information Technology & Services,Business Consulting & Services
looker_230,De' Longhi Group,"Appliances, Electrical, and Electronics Manufacturing",Food and Beverage Services,Consumer Services
looker_231,Descartes Labs,Business Intelligence,Agriculture,Geospatial Analysis
looker_232,Desktop Genetics,Business Consulting and Services,Software Development,IT Services and IT Consulting
looker_233,Deutsche Börse Group,financial services,business consulting and services,software development
looker_234,Dexter Energy,"Technology, Information and Internet",Renewable Energy,Business Consulting and Services
looker_235,DIA,retail,food and beverage services,business consulting and services
looker_236,Dialpad,Software Development,"Technology, Information, and Internet",Business Consulting and Services
looker_237,Die Presse,Media and Publishing,Business Services,Information Technology
looker_238,Digitec Galaxus,retail,"technology, information and internet",business consulting and services
looker_239,DiMuto,Technology,Software Development,Agriculture
looker_240,Discount Bank,Financial Services,Banking,"Technology, Information and Internet"
looker_241,DM Group,advertising services,business consulting and services,"technology, information and internet"
looker_242,Doctor Anywhere,hospitals and health care,"technology, information and internet",business consulting and services
looker_243,Docxonomy,Business Intelligence,Software Development,"Technology, Information and Internet"
looker_244,Dolphin Technologies,Insurance,Technology and Information,Business Consulting and Services
looker_245,Domino's,retail,food and beverage services,"technology, information and internet"
looker_246,DotDot Global,Technology,Information Technology and Internet,Software Development
looker_247,Dotz,Business Consulting and Services,"Technology, Information and Internet",Financial Services
looker_248,Dotz Inc,retail,"technology, information and internet",business consulting and services
looker_249,Dow Jones,financial services,business consulting and services,information technology & services
looker_250,DSI Solutions,Business Consulting and Services,Software Development,IT Services and IT Consulting
looker_251,,o,t,h
looker_252,DxTerity,Healthcare and Life Sciences,Biotechnology,Medical Research
looker_253,Early Birds,Retail,Technology and Information Services,Business Consulting and Services
looker_254,EasyCrédito,financial services,business consulting and services,software development
looker_255,EchoStar,IT Services,Technology,Telecommunications
looker_256,Elevate Tech,construction,it services and it consulting,business consulting and services
looker_257,Elvia AS,IT Services and IT Consulting,Energy/Utility,"Technology, Information and Internet"
looker_258,Emarsys,Advertising Services,Software Development,Business Consulting and Services
looker_259,Endowus,Financial Services,Business Consulting and Services,"Technology, Information and Internet"
looker_260,Energyworx,Business Consulting,Software Development,Technology
looker_261,ENGIE Energy Access,business consulting and services,"technology, information, and internet",sustainable energy solutions
looker_262,Eniax,hospitals and health care,business consulting and services,"technology, information and internet"
looker_263,Entur,Business Consulting and Services,Information Technology & Services,"Transportation, Logistics, Supply Chain and Storage"
looker_264,Epidemic Sound,Music Production/Audio Library,Entertainment/Media,Technology/Software
looker_265,EPROFESSIONAL,Business Consulting and Services,Advertising and Marketing Services,Information Technology and Internet
looker_266,E.ON,business consulting and services,energy and utilities,"technology, information and internet"
looker_267,E.ON Italia,energy,utilities,business_services
looker_268,Equinix,IT services and IT consulting,"Technology, Information and Internet",Information Technology & Services
looker_269,Eshopbox,Retail,"Technology, Information and Internet",Business Consulting and Services
looker_270,Etsy,Business Consulting and Services,"Technology, Information, and Internet",Retail
looker_271,Euromaster,business consulting and services,logistics and supply chain,transportation and storage
looker_272,Everflow,"Technology, Information and Internet",Software Development,Advertising Services
looker_273,Everon,Software Development,Business Consulting and Services,"Technology, Information and Internet"
looker_274,Evolutio,Business Consulting and Services,IT Services and IT Consulting,Information Technology & Services
looker_275,e-XYON,IT Services,Business Consulting & Services,Software Development
looker_276,Facile.it,Insurance,IT Services and IT Consulting,Financial Services
looker_277,Faire,Technology,E-commerce,Business Consulting and Services
looker_278,Falabella,retail,"technology, information and internet",business consulting and services
looker_279,Ferrero,Food and Beverage Services,Confectionary,Retail
looker_280,FiloBlu,Business Consulting and Services,Retail,Advertising Services
looker_281,FINNOMENA,Financial Services,Business Consulting and Services,"Technology, Information and Internet"
looker_282,Fit Analytics,retail,software development,business consulting and services
looker_283,Fluidly,Business Consulting and Services,Financial Services,Technology and Information
looker_284,Flywheel,IT Services,Software Development,"Technology, Information and Internet"
looker_285,Fontana Gruppo,construction,manufacturing,industrial machinery manufacturing
looker_286,fonYou,telecommunications,business consulting and services,software development
looker_287,Forbes,Business,Publishing,Media
looker_288,Now IMS,IT Services and IT Consulting,Business Consulting and Services,Software Development
looker_289,Forthright,it services and it consulting,business consulting and services,information technology & services
looker_290,Fortics,IT Services and IT Consulting,Business Consulting and Services,Software Development
looker_291,Foundation for Precision Medicine,non-profit organizations,healthcare,medical research
looker_292,Freetrade,Financial Services,"Technology, Information and Internet",Software Development
looker_293,Frichti,food delivery,software development,business consulting
looker_294,Freightos.com,technology,information technology & services,logistics and freight
looker_295,Freshworks,Business Consulting and Services,Software Development,"Technology, Information, and Internet"
looker_296,FriendTimes,Software Development,Gaming,"Technology, Information and Internet"
looker_297,Fusionex,IT Services,Software Development,Business Consulting and Services
looker_298,Game Bear,Software Development,"Technology, Information and Internet",Advertising Services
looker_299,Gameberry Labs,Software development,"Technology, Information and Internet",Entertainment Providers
looker_300,Gamned,Advertising Services,Business Consulting and Services,IT Services and IT Consulting
looker_301,Gannett Media Corp.,Media,Publishing,Technology
looker_302,GEEV,business_services,recycling,e-commerce
looker_303,Genero,Advertising Services,Software Development,Business Consulting and Services
looker_304,Geotab,"Technology, Information and Internet",Business Consulting and Services,Software Development
looker_305,Geotab,Software Development,"Technology, Information and Internet",IT Services and IT Consulting
looker_306,GetQuanty,Business Consulting and Services,IT Services and IT Consulting,Advertising Services
looker_307,GFT Technologies,IT Services and IT Consulting,Business Consulting and Services,Software Development
looker_308,GitLab,Software Development,Business Intelligence,Technology Services
looker_309,Global Fishing Watch,"Technology, Information and Internet",Environmental Services,Business Consulting and Services
looker_310,Global Payments Inc.,Financial Services,Information Technology & Services,Business Consulting and Services
looker_311,Globe Telecom,telecommunications,business consulting and services,software development
looker_312,Globus,retail,business consulting and services,consumer services
looker_313,Glowforge,Software Development,"Technology, Information and Internet",Business Consulting and Services
looker_314,GoApptiv,"Technology, Information and Internet",Healthcare,Software Development
looker_315,GoCardless,Financial Services,"Technology, Information and Internet",Software Development
looker_316,GoCardless,software development,financial services,"technology, information and internet"
looker_317,GoGoX,Logistics,Technology,Transportation
looker_318,gohenry,Financial Services,"Technology, Information and Internet",Business Consulting and Services
looker_319,Good Friday Appeal,non-profit organizations,hospitals and health care,business consulting and services
looker_320,Gorillas,Food and Beverage Service,"Technology, Information and Internet",On-demand Grocery Delivery Service
looker_321,Grasshopper,Financial Services,"Technology, Information and Internet",Business Consulting and Services
looker_322,GreedyGame,Advertising Services,Software Development,"Technology, Information and Internet"
looker_323,Groupe Le Monde,Media,Publishing,News
looker_324,Groupe Le Monde,Advertising Services,Media Production,Publishing
looker_325,GroupNexus,Business Consulting and Services,IT Services and IT Consulting,"Technology, Information and Internet"
looker_326,Groww,financial services,technology,software development
looker_327,Folha de S. Paulo,Media Production,Information Technology & Services,Business Consulting & Services
looker_328,Grupo Soma,retail,fashion,apparel
looker_329,Grushome,"technology, information and internet",software development,business consulting and services
looker_330,Haaretz,Information Technology,News,Publishing
looker_331,Halfbrick Studios,Software Development,Entertainment Providers,Technology and Information Services
looker_332,Hanes Australasia,Retail,Fashion,Consumer Goods
looker_333,happn,Software Development,"Technology, Information and Internet",Business Consulting and Services
looker_334,Hare Digital,Business Consulting and Services,IT Services and IT Consulting,Software Development
looker_335,Harness,Software Development,IT Services and IT Consulting,"Technology, Information and Internet"
looker_336,Harver,human resources services,software development,business consulting and services
looker_337,Hays,Staffing and Recruiting,Business Consulting and Services,Human Resources Services
looker_338,HCA Healthcare,hospitals and health care,"technology, information and internet",business consulting and services
looker_339,HealthShare,Hospitals and Healthcare,"Technology, Information, and Internet",Business Consulting and Services
looker_340,Herfy,Food Service,Retail,Restaurant
looker_341,HerMin Textile Co.,Textiles,Apparel Manufacturing,Fashion Industry
looker_342,Hike,"Technology, Information and Internet",Software Development,Business Consulting and Services
looker_343,Hitachi,construction,it services and it consulting,business consulting and services
looker_344,Hivebrite,Software Development,Business Consulting and Services,Non-Profit Organizations
looker_345,HK Express,airline,aviation,travel
looker_346,Hoff,Retail,Business Consulting and Services,"Technology, Information and Internet"
looker_347,HomeServe France,construction,it services and it consulting,business consulting and services
looker_348,HOPI,retail,business consulting and services,software development
looker_349,HSBC,Financial Services,Business Consulting and Services,Insurance
looker_350,Hsin Hsin Galaxy,technology,software development,business consulting and services
looker_351,Humanitix,Events Services,Non-Profit Organizations,Business Consulting and Services
looker_352,Hunkemöller,Retail,Fashion,Apparel
looker_353,Huq,Business Consulting and Services,"Technology, Information and Internet",Other
looker_354,hygia saúde,hospitals and health care,medical practices,wellness and fitness services
looker_355,ICES,Education Administration Programs,Business Consulting and Services,Non-Profit Organizations
looker_356,Idonia,healthcare,technology,software development
looker_357,iDPARC,business consulting and services,software development,"technology, information and internet"
looker_358,iGenius,Advertising Services,Business Consulting and Services,Software Development
looker_359,Igloo,Insurance,Financial Services,Technology
looker_360,Igloo,Insurance Technology,Financial Services,Business Consulting and Services
looker_361,IJsvogel Retail,retail,pet supplies,consumer services
looker_362,IL METEO,Business Consulting and Services,"Technology, Information and Internet",Information Technology & Services
looker_363,Imagia,hospitals and health care,"technology, information and internet",medical practices
looker_364,IndiaMART,Business Consulting and Services,Information Technology & Services,E-commerce
looker_365,indigitall,"Technology, Information and Internet",Business Consulting and Services,Software Development
looker_366,Ingedata,Business Consulting and Services,Information Technology & Services,Software Development
looker_367,INKR,Technology,Entertainment,Media Production
looker_368,InnovOrder,business consulting and services,software development,"technology, information and internet"
looker_369,Inshorts,Business Consulting,Media Production,Advertising Services
looker_370,Insight Timer,"Technology, Information and Internet",Software Development,Wellness and Fitness Services
looker_371,Inspectorio,Retail,Logistics and Supply Chain,Business Services
looker_372,Instal,advertising services,software development,business consulting and services
looker_373,Fast Simon,software development,"technology, information and internet",business consulting and services
looker_374,Google Cloud,Software development,"Technology, Information and Internet",Business Consulting and Services
looker_375,IntegraGen,Business Consulting and Services,Software Development,Biotechnology
looker_376,Intergamma,Retail,Consumer Services,Business Consulting and Services
looker_377,Inuxu Digital Media Technologies,Advertising Services,Software Development,Business Consulting and Services
looker_378,Invoke Learning,higher education,business consulting and services,information technology & services
looker_379,IoTeX,"Technology, Information and Internet",Software Development,Business Consulting and Services
looker_380,ipoca Inc.,Retail,Business Consulting and Services,"Technology, Information and Internet"
looker_381,Iron Mountain,Business Consulting and Services,IT Services and IT Consulting,Information Technology & Services
looker_382,ITBM,business consulting and services,it services and it consulting,software development
looker_383,ITV,Broadcasting,Entertainment,Media Production
looker_384,Jardine Restaurant Group,food and beverage services,retail,restaurants
looker_385,,o,t,h
looker_386,Jayride,Transportation,Software Development,Travel Services
looker_387,JB Hi-Fi,retail,electronics,consumer goods
looker_388,Jobrapido,advertising services,business consulting and services,"technology, information and internet"
looker_389,Joblift,Business Consulting and Services,"Technology, Information and Internet",Human Resources Services
looker_390,Jobtome,Business Consulting and Services,Information Technology & Services,Human Resources Services
looker_391,JUCY,Software Development,Travel/Tourism,Business Consulting and Services
looker_392,Just Eat,Food and Beverage Services,"Technology, Information and Internet",Business Consulting and Services
looker_393,Just Kitchen,Food and Beverage Services,"Technology, Information and Internet",Software Development
looker_394,Kadaxis,Business Consulting and Services,Software Development,Data Science
looker_395,Kaiko,Financial Services,"Technology, Information and Internet",Business Consulting and Services
looker_396,Kapten,"transportation, logistics, supply chain and storage",software development,business consulting and services
looker_397,Karma,software development,business consulting and services,food and beverage services
looker_398,KASIKORN Business - Technology Group (KBTG),Financial Services,"Technology, Information and Internet",Business Consulting and Services
looker_399,Kata.ai,Business Consulting and Services,Software Development,"Technology, Information and Internet"
looker_400,Keap,Software development,Business consulting and services,Information technology & services
looker_401,Pluto7,technology,software development,healthcare
looker_402,Khan Academy,Education,Non-profit organization,Technology
looker_403,Ki Insurance,Financial Services,Insurance,Technology and Information
looker_404,King's Stella,Retail,Consumer Goods,Household Products
looker_405,Kings Transport,Logistics and Transportation,Business Consulting and Services,Information Technology and Services
looker_406,Kinsta,IT Services,Software Development,Business Consulting and Services
looker_407,KIPP,non-profit,education,business consulting
looker_408,Klaus,Business Consulting and Services,"Technology, Information and Internet",Software Development
looker_409,KNOLSKAPE,business consulting and services,professional training and coaching,software development
looker_410,Knorex,Advertising Services,"Technology, Information and Internet",Software Development
looker_411,Kofera,"Technology, Information, and Internet",Business Consulting and Services,Advertising Services
looker_412,Kooth,"Technology, Information and Internet",Healthcare,Business Consulting and Services
looker_413,Krikey,Software Development,"Technology, Information and Internet",Entertainment Providers
looker_414,Kronoshop,Retail,E-commerce,Jewelry and Watch Retail
looker_415,Krystal,"Technology, Information and Internet",Software Development,Business Consulting and Services
looker_416,Kumu,"Technology, Information and Internet",Software Development,Business Consulting and Services
looker_417,Kyocera Document Solutions,software development,business consulting and services,it services and it consulting
looker_418,L.L.Bean,Retail,"Technology, Information and Internet",Business Consulting and Services
looker_419,Landbay,Financial Services,Real Estate,Technology
looker_420,Laurens,Hospitals and Health Care,Business Consulting and Services,"Technology, Information and Internet"
looker_421,Leadpages,"Technology, Information and Internet",Software Development,Business Consulting and Services
looker_422,Les Échos,Business Consulting and Services,IT Services and IT Consulting,Financial Services
looker_423,Libeo,Business Consulting and Services,Software Development,Financial Services
looker_424,Librodepases,"Technology, Information and Internet",Software Development,Business Consulting and Services
looker_425,Lifesight,business consulting and services,"technology, information and internet",advertising services
looker_426,Lightricks,software development,"technology, information and internet",information technology & services
looker_427,LINE GAMES,"Technology, Information and Internet",Software Development,Entertainment Providers
looker_428,LiquidShare,financial services,"technology, information and internet",business consulting and services
looker_429,LIXIL Corporation,"Technology, Information and Internet",Business Consulting and Services,Manufacturing
looker_430,LogoGrab,Business Consulting and Services,Software Development,"Technology, Information and Internet"
looker_431,loveholidays,travel_and_hospitality,software_development,e-commerce
looker_432,Loyal Guru,retail,software development,"technology, information and internet"
looker_433,LPP,retail,fashion,technology
looker_434,Lufthansa Technik,Business Consulting and Services,"Technology, Information, and Internet",Information Technology & Services
looker_435,LumApps,Business Consulting and Services,Software Development,"Technology, Information and Internet"
looker_436,Lytics,"Technology, Information and Internet",Software Development,Business Consulting and Services
looker_437,mabl,Software Development,IT Services and IT Consulting,Business Consulting and Services
looker_438,MachineMax,construction,"technology, information and internet",business consulting and services
looker_439,Macquarie's Banking and Financial Services Group,Financial Services,"Technology, Information, and Internet",Business Consulting and Services
looker_440,MadeiraMadeira,Retail,E-commerce,Manufacturing
looker_441,MADSACK Media Group,Advertising Services,IT Services and IT Consulting,Business Consulting and Services
looker_442,magicpin,retail,business services,software development
looker_443,Mailjet,it services and it consulting,software development,"technology, information and internet"
looker_444,Maisons du Monde,Retail,Business Consulting and Services,"Technology, Information and Internet"
looker_445,Major League Baseball,Sports and Entertainment,"Technology, Information and Internet",Business Consulting and Services
looker_446,MakerBot,Technology,Software Development,Manufacturing
looker_447,Malt,IT Services,Business Consulting,Technology
looker_448,ManagedMethods,"Technology, Information and Internet (TII)",Business Consulting and Services,IT Services and IT Consulting
looker_449,MandM Direct,Retail,E-commerce,Fashion
looker_450,Mantel Group,IT Services and IT Consulting,Business Consulting and Services,Software Development
looker_451,Netmarble,software development,entertainment providers,"technology, information and internet"
looker_452,Marks & Spencer,Retail,Consumer Services,Business Consulting and Services
looker_453,Maven Wave Partners,it services and it consulting,business consulting and services,software development
looker_454,Max Life Insurance,Financial Services,Business Consulting and Services,Insurance
looker_455,Maxeda DIY Group,Retail,Construction,IT Services
looker_456,"Sonae's retail division, MC",retail,business consulting and services,"technology, information and internet"
looker_457,Dell,it services and it consulting,software development,"technology, information and internet"
looker_458,MD Insider,hospitals and health care,business consulting and services,"technology, information and internet"
looker_459,MEDITECH,Hospitals and Health Care,Software Development,"Technology, Information and Internet"
looker_460,Medvarsity,hospitals and health care,"technology, information and internet",education administration programs
looker_461,Meitu,software development,"technology, information and internet",advertising services
looker_462,Melsoft,software development,gaming,it services and it consulting
looker_463,Merantix,Business Consulting and Services,"Technology, Information, and Internet",Healthcare
looker_464,Mercado Bitcoin,"Technology, Information and Internet",Financial Services,Business Consulting and Services
looker_465,Mercari Inc.,Software Development,E-commerce Services,"Technology, Information and Internet"
looker_466,Mercari,Business Consulting and Services,E-commerce,"Technology, Information and Internet"
looker_467,Meredith Corporation,Media,Publishing,Advertising
looker_468,Merkle Science,Business Consulting,Software Development,Financial Services
looker_469,Mesquite Independent School District,Education Administration Programs,Business Consulting and Services,Non-Profit Organizations
looker_470,METRO,Hospitality,Food and Beverage Services,Retail
looker_471,Micepad,construction,it services and it consulting,advertising services
looker_472,Microba,Hospitals and Health Care,Business Consulting and Services,"Technology, Information and Internet"
looker_473,MicroWork Softwares,business consulting and services,software development,it services and it consulting
looker_474,Migrate,IT Services and IT Consulting,"Technology, Information and Internet",Business Consulting and Services
looker_475,Million Victories,software development,advertising services,entertainment providers
looker_476,Mindvalley,"Technology, Information and Internet",Software Development,Business Consulting and Services
