story_id,company_name,company_org,industry_1,industry_2,industry_3,industry_4
looker_99,attraqt,attraqt,retail,software development,technology,Wholesale And Retail Trade
looker_100,augury,augury,"technology, information and internet",business consulting and services,industrial machinery manufacturing,Information And Communication
looker_101,auka,auka,financial services,software development,"technology, information and internet",Financial And Insurance Activities
looker_102,auteco mobility,auteco mobility,automotive,transportation,technology and information,WHOLESALE AND RETAIL TRADE
looker_103,autheos,autheos,technology,software development,business consulting and services,Information And Communication
looker_104,auto trader,auto trader,retail,advertising services,software development,Wholesale And Retail Trade
looker_105,autogrill,autogrill,retail,food & beverage,hospitality,Wholesale And Retail Trade
looker_106,autogrill,autogrill2023,food and beverage services,retail,hospitality,Accommodation and Food Service Activities
looker_107,awoo intelligence,awoo,advertising services,business consulting and services,information technology & services,"Professional, Scientific and Technical Activities"
looker_108,axa switzerland,axa switzerland,insurance,financial services,business consulting and services,Financial And Insurance Activities
looker_109,az delta,azdelta,hospitals and health care,healthcare,medical practices,Human Health And Social Work Activities
looker_110,4,4,other,,,Other
looker_111,banca mediolanum,banca mediolanum,financial services,retail banking,advertising,Financial And Insurance Activities
looker_112,banco abc brasil,banco abc brasil,financial services,business consulting and services,it services and it consulting,Financial And Insurance Activities
looker_113,banco bv,banco bv,financial services,business consulting and services,"technology, information and internet",Financial And Insurance Activities
looker_114,banque edel,banqueedel,financial services,"technology, information and internet",business consulting and services,Financial And Insurance Activities
looker_115,creative media works,bbm creative media works,"technology, information and internet",business consulting and services,it services and it consulting,Information And Communication
looker_116,bbva,bbva,financial services,banking and finance,technology and information,Financial And Insurance Activities
looker_117,bending spoons,bending spoons,software development,"technology, information and internet",wellness and fitness services,Information And Communication
looker_118,benefício fácil,beneficio facil,business consulting and services,professional training and coaching,human resources services,"Professional, Scientific and Technical Activities"
looker_119,benetton group,benetton,retail,fashion,apparel,Wholesale And Retail Trade
looker_120,best day,best day,tourism,travel agency,it services,Administrative and Support Service Activities
looker_121,bharat light & power (blp),bharat light and power,energy and utilities,industrial equipment manufacturing,technology and it consulting,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
looker_122,billie,billie,financial services,"technology, information, and internet",business consulting and services,Financial And Insurance Activities
looker_123,birdz,birdz sfeir,water management,smart water metering,construction,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES"
looker_124,bitsmedia,customers,software development,"technology, information and internet",business consulting and services,Information And Communication
looker_125,blablacar,blablacar,business consulting and services,"technology, information and internet",software development,"Professional, Scientific and Technical Activities"
looker_126,blacklight studio works,blacklight studio works,software development,mobile games,technology services,Information And Communication
looker_127,blibli.com,blibli com,e-commerce,retail,technology,"Professional, Scientific and Technical Activities"
looker_128,blue apron,blue apron,"technology, information and internet",food and beverage services,business consulting and services,Information And Communication
looker_129,customers,customers,other,,,Other
looker_130,body & fit,body and fit,retail,wellness and fitness services,food and beverage services,Wholesale And Retail Trade
looker_131,bonnier publications,bonnier publications,publishing,media,advertising services,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
looker_132,bonprix,bonprix,retail,e-commerce,consumer services,Wholesale And Retail Trade
looker_133,boodmo,boodmo,retail,"technology, information and internet",business consulting and services,Wholesale And Retail Trade
looker_134,boutir,boutir,software development,technology,e-commerce,Information And Communication
looker_135,brain corp,braincorp,retail,software development,robotics,Wholesale And Retail Trade
looker_136,brandfolder,brandfolder,business consulting and services,software development,"technology, information and internet","Professional, Scientific and Technical Activities"
looker_137,brandwatch,brandwatch,advertising services,business consulting and services,"technology, information and internet","Professional, Scientific and Technical Activities"
looker_138,breaktime,breaktime,advertising services,business consulting and services,"technology, information and internet","Professional, Scientific and Technical Activities"
looker_139,breezometer,breezometer,environmental intelligence,data analytics,business intelligence,"Professional, Scientific and Technical Activities"
looker_140,breuninger,breuninger,retail,business consulting and services,consumer services,Wholesale And Retail Trade
looker_141,brightfield,brightfield,"technology, information and internet",business consulting and services,energy industry,Information And Communication
looker_142,brightinsight,brightinsight,healthcare,technology,software development,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES
looker_143,briscoe group,briscoegroup,retail,business consulting and services,"technology, information and internet",Wholesale And Retail Trade
looker_144,bulder bank,bulder bank,financial services,technology,software development,Financial And Insurance Activities
looker_145,burger king,burger king germany,food and beverage services,retail,restaurants,Accommodation and Food Service Activities
looker_146,butik.,butik owox bi,retail,fashion retail,multi-brand fashion retail,Wholesale And Retail Trade
looker_147,cabify,cabify,"technology, information and internet",business consulting and services,transportation and logistics,Information And Communication
looker_148,camanchaca,camanchaca,food processing and manufacturing,aquaculture,fishing and seafood industry,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
looker_149,canadian tire corporation,canadian tire,retail,business consulting and services,software development,Wholesale And Retail Trade
looker_150,car next door,car next door,"technology, information and internet",software development,"transportation, logistics, supply chain and storage",Information And Communication
looker_151,carousell,carousell,"technology, information and internet",software development,advertising services,Information And Communication
looker_152,carrefour belgium,carrefour belgium,retail,food,services,Wholesale And Retail Trade
looker_153,carrefour,carrefour gcve,retail,food and beverage services,consumer services,Wholesale And Retail Trade
looker_154,cart.com,cart,retail,e-commerce,business intelligence,Wholesale And Retail Trade
looker_155,casa della salute,casa della salute,hospitals and health care,"technology, information and internet",medical practices,Human Health And Social Work Activities
looker_156,casa dos ventos,casa dos ventos,energy,renewable energy,construction,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
looker_157,cashbook,cashbook,financial services,business intelligence,fintech,Financial And Insurance Activities
looker_158,castbox,castbox,software development,"technology, information and internet",entertainment providers,Information And Communication
looker_159,cerc (centrais de regulação e custodia),cerc,financial services,business consulting and services,"technology, information and internet",Financial And Insurance Activities
looker_160,chainstack,chainstack,"technology, information and internet",software development,business consulting and services,Information And Communication
looker_161,changing.ai,changing ai,"technology, information and internet",business consulting and services,software development,Information And Communication
looker_162,chauffeur privé,customers,business consulting and services,software development,information technology & services,"Professional, Scientific and Technical Activities"
looker_163,cheerz,customers,"technology, information and internet",software development,advertising services,Information And Communication
looker_164,breuninger,breuninger,retail,business consulting and services,"technology, information and internet",Wholesale And Retail Trade
looker_165,brightfield,brightfield,software development,"technology, information and internet",business consulting and services,Information And Communication
looker_166,brightinsight,brightinsight,"technology, information and internet",hospitals and healthcare,business consulting and services,Information And Communication
looker_167,briscoe group,briscoegroup,retail,business consulting and services,consumer services,Wholesale And Retail Trade
looker_168,bulder bank,bulder bank,financial services,"technology, information and internet",banking,Financial And Insurance Activities
looker_169,burger king germany,burger king germany,food and beverage services,retail,restaurants,Accommodation and Food Service Activities
looker_170,butik.,butik owox bi,retail,fashion,consumer services,Wholesale And Retail Trade
looker_171,cabify,cabify,software development,"technology, information and internet",business consulting and services,Information And Communication
looker_172,camanchaca,camanchaca,food_and_beverage_manufacturing,fisheries,aquaculture,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
looker_173,canadian tire corporation,canadian tire,retail,financial services,software development,Wholesale And Retail Trade
looker_174,car next door,car next door,software development,"transportation, logistics, supply chain and storage",environmental services,Information And Communication
looker_175,carousell,carousell,"technology, information and internet",business consulting and services,software development,Information And Communication
looker_176,carrefour belgium,carrefour belgium,retail,food services,business consulting,Wholesale And Retail Trade
looker_177,carrefour,carrefour gcve,retail,consumer services,business consulting and services,Wholesale And Retail Trade
looker_178,cart.com,cart,retail,software development,business consulting and services,Wholesale And Retail Trade
looker_179,casa della salute,casa della salute,hospitals and health care,medical practices,healthcare,Human Health And Social Work Activities
looker_180,casa dos ventos,casa dos ventos,wind power,renewable energy,energy production,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
looker_181,cashbook,cashbook,financial services,software development,business consulting and services,Financial And Insurance Activities
looker_182,castbox,castbox,software development,"technology, information and internet",entertainment providers,Information And Communication
looker_183,cerc,cerc,financial services,"technology, information and internet",business consulting and services,Financial And Insurance Activities
looker_184,chainstack,chainstack,it services and it consulting,software development,financial services,"Professional, Scientific and Technical Activities"
looker_185,changing.ai,changing ai,business consulting and services,"technology, information, and internet",software development,"Professional, Scientific and Technical Activities"
looker_186,kapten (formerly chauffeur privé),customers,"technology, information and internet",business consulting and services,software development,Information And Communication
looker_187,cheerz,customers,"technology, information and internet",software development,advertising services,Information And Communication
looker_188,chicory,customers,online food and grocery market,technology and information services,software development,Accommodation and Food Service Activities
looker_189,chironix,customers,software development,business consulting and services,human-robot interactions,Information And Communication
looker_190,chope,chope,business consulting and services,"technology, information and internet",food and beverage services,"Professional, Scientific and Technical Activities"
looker_191,choreograph,choreograph,advertising services,business intelligence,it services and it consulting,"Professional, Scientific and Technical Activities"
looker_192,cicil,cicil,financial services,software development,business consulting and services,Financial And Insurance Activities
looker_193,citizens advice manchester,citizens advice manchester,non-profit organizations,business consulting and services,advertising services,Administrative and Support Service Activities
looker_194,citrusad,citrusad,retail,software development,business consulting and services,Wholesale And Retail Trade
looker_195,city of memphis,customers,business consulting and services,government and public administration,information technology and internet,"Professional, Scientific and Technical Activities"
looker_196,cl,cl,retail,fashion,consumer goods,Wholesale And Retail Trade
looker_197,clarify.io,clarify,software development,business consulting and services,industrial manufacturing,Information And Communication
looker_198,classcraft,customers,education administration programs,software development,business consulting and services,Education
looker_199,classi corp.,classi,business consulting and services,education administration programs,software development,"Professional, Scientific and Technical Activities"
looker_200,clear labs,clear labs,business consulting and services,software development,food and beverage services,"Professional, Scientific and Technical Activities"
looker_201,cleartrip,cleartrip,software development,travel and hospitality,technology,Information And Communication
looker_202,climacell,climacell,"technology, information and internet",software development,business consulting and services,Information And Communication
looker_203,clipchamp,clipchamp,it services and it consulting,business consulting and services,software development,"Professional, Scientific and Technical Activities"
looker_204,cme group,cme group,financial services,"technology, information and internet",business consulting and services,Financial And Insurance Activities
looker_205,cna,cna,insurance,financial services,business consulting and services,Financial And Insurance Activities
looker_206,codeway,codeway,software development,"technology, information and internet",business consulting and services,Information And Communication
looker_207,coingecko,customers,business consulting and services,financial services,"technology, information, and internet","Professional, Scientific and Technical Activities"
looker_208,coinhako,coinhako,financial services,technology,software development,Financial And Insurance Activities
looker_209,nuvem mestra,colegio uirapuru,it services and it consulting,business consulting and services,education administration programs,"Professional, Scientific and Technical Activities"
looker_210,colopl,colopl,software development,gaming industry,business consulting and services,Information And Communication
looker_211,colorado center for personalized medicine (ccpm),colorado center for personalized medicine,hospitals and health care,"technology, information and internet",business consulting and services,Human Health And Social Work Activities
looker_212,comair,comair,it services and it consulting,business consulting and services,air transport,"Professional, Scientific and Technical Activities"
looker_213,commercetools,commercetools,business consulting and services,"technology, information and internet",software development,"Professional, Scientific and Technical Activities"
looker_214,commonwealth care alliance,customers,hospitals and health care,business consulting and services,healthcare administration,Human Health And Social Work Activities
looker_215,google cloud,commonwealth ma,it services and it consulting,business intelligence and analytics,"technology, information and internet","Professional, Scientific and Technical Activities"
looker_216,convirza,convirza,business consulting and services,"technology, information and internet",advertising services,"Professional, Scientific and Technical Activities"
looker_217,conx,conx,construction,software development,business consulting and services,Construction
looker_218,coolblue,coolblue,retail,e-commerce,technology,Wholesale And Retail Trade
looker_219,corab,corab,construction,software development,business consulting and services,Construction
looker_220,corteva agriscience,corteva,"technology, information and internet",business consulting and services,agriculture and food processing,Information And Communication
looker_221,costway,costway,retail,e-commerce,business consulting and services,Wholesale And Retail Trade
looker_222,craveable brands,craveable brands,retail,food and beverage services,restaurants,Wholesale And Retail Trade
looker_223,credit ok,credit ok,financial services,technology,fintech,Financial And Insurance Activities
looker_224,croct,croct,business consulting and services,software development,"technology, information and internet","Professional, Scientific and Technical Activities"
looker_225,cybelangel,cybelangel,technology,information,internet,Information And Communication
looker_226,dagangan,dagangan,business consulting and services,"technology, information, and internet",retail,"Professional, Scientific and Technical Activities"
looker_227,deep sky vineyard,deep sky vineyard,food & beverage services,agriculture,manufacturing,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
looker_228,degoo,degoo,"technology, information and internet",software development,business consulting and services,Information And Communication
looker_229,delivery hero,delivery hero,software development,information technology & services,business consulting & services,Information And Communication
looker_230,de' longhi group,delonghi,"appliances, electrical, and electronics manufacturing",food and beverage services,consumer services,Manufacturing
looker_231,descartes labs,descartes labs,business intelligence,agriculture,geospatial analysis,"Professional, Scientific and Technical Activities"
looker_232,desktop genetics,desktop genetics,business consulting and services,software development,it services and it consulting,"Professional, Scientific and Technical Activities"
looker_233,deutsche börse group,deutsche boerse,financial services,business consulting and services,software development,Financial And Insurance Activities
looker_234,dexter energy,dexterenergy,"technology, information and internet",renewable energy,business consulting and services,Information And Communication
looker_235,dia,dia,retail,food and beverage services,business consulting and services,Wholesale And Retail Trade
looker_236,dialpad,dialpad,software development,"technology, information, and internet",business consulting and services,Information And Communication
looker_237,die presse,die presse,media and publishing,business services,information technology,"ARTS, ENTERTAINMENT AND RECREATION"
looker_238,digitec galaxus,digitec galaxus,retail,"technology, information and internet",business consulting and services,Wholesale And Retail Trade
looker_239,dimuto,customers,technology,software development,agriculture,Information And Communication
looker_240,discount bank,customers,financial services,banking,"technology, information and internet",Financial And Insurance Activities
looker_241,dm group,customers,advertising services,business consulting and services,"technology, information and internet","Professional, Scientific and Technical Activities"
looker_242,doctor anywhere,doctor anywhere,hospitals and health care,"technology, information and internet",business consulting and services,Human Health And Social Work Activities
looker_243,docxonomy,docxonomy,business intelligence,software development,"technology, information and internet","Professional, Scientific and Technical Activities"
looker_244,dolphin technologies,dolphin technologies,insurance,technology and information,business consulting and services,Financial And Insurance Activities
looker_245,domino's,dominos,retail,food and beverage services,"technology, information and internet",Wholesale And Retail Trade
looker_246,dotdot global,dotdot,technology,information technology and internet,software development,Information And Communication
looker_247,dotz,dotz,business consulting and services,"technology, information and internet",financial services,"Professional, Scientific and Technical Activities"
looker_248,dotz inc,dotz inc,retail,"technology, information and internet",business consulting and services,Wholesale And Retail Trade
looker_249,dow jones,dow jones,financial services,business consulting and services,information technology & services,Financial And Insurance Activities
looker_250,dsi solutions,dsi,business consulting and services,software development,it services and it consulting,"Professional, Scientific and Technical Activities"
looker_251,apigee,apigee,other,,,Other
looker_252,dxterity,customers,healthcare and life sciences,biotechnology,medical research,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES
looker_253,early birds,early birds,retail,technology and information services,business consulting and services,Wholesale And Retail Trade
looker_254,easycrédito,easycredito,financial services,business consulting and services,software development,Financial And Insurance Activities
looker_255,echostar,echostar,it services,technology,telecommunications,"Professional, Scientific and Technical Activities"
looker_256,elevate tech,elevate tech,construction,it services and it consulting,business consulting and services,Construction
looker_257,elvia as,elvia,it services and it consulting,energy/utility,"technology, information and internet","Professional, Scientific and Technical Activities"
looker_258,emarsys,emarsys,advertising services,software development,business consulting and services,"Professional, Scientific and Technical Activities"
looker_259,endowus,customers,financial services,business consulting and services,"technology, information and internet",Financial And Insurance Activities
looker_260,energyworx,energyworx,business consulting,software development,technology,"Professional, Scientific and Technical Activities"
looker_261,engie energy access,engie,business consulting and services,"technology, information, and internet",sustainable energy solutions,"Professional, Scientific and Technical Activities"
looker_262,eniax,eniax,hospitals and health care,business consulting and services,"technology, information and internet",Human Health And Social Work Activities
looker_263,entur,entur,business consulting and services,information technology & services,"transportation, logistics, supply chain and storage","Professional, Scientific and Technical Activities"
looker_264,epidemic sound,epidemic sound,music production/audio library,entertainment/media,technology/software,"ARTS, ENTERTAINMENT AND RECREATION"
looker_265,eprofessional,eprofessional,business consulting and services,advertising and marketing services,information technology and internet,"Professional, Scientific and Technical Activities"
looker_266,e.on,e on,business consulting and services,energy and utilities,"technology, information and internet","Professional, Scientific and Technical Activities"
looker_267,e.on italia,e on italia,energy,utilities,business_services,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
looker_268,equinix,customers,it services and it consulting,"technology, information and internet",information technology & services,"Professional, Scientific and Technical Activities"
looker_269,eshopbox,eshopbox,retail,"technology, information and internet",business consulting and services,Wholesale And Retail Trade
looker_270,etsy,etsy,business consulting and services,"technology, information, and internet",retail,"Professional, Scientific and Technical Activities"
looker_271,euromaster,euromaster,business consulting and services,logistics and supply chain,transportation and storage,"Professional, Scientific and Technical Activities"
looker_272,everflow,everflow,"technology, information and internet",software development,advertising services,Information And Communication
looker_273,everon,everon,software development,business consulting and services,"technology, information and internet",Information And Communication
looker_274,evolutio,evolutio,business consulting and services,it services and it consulting,information technology & services,"Professional, Scientific and Technical Activities"
looker_275,e-xyon,e xyon,it services,business consulting & services,software development,"Professional, Scientific and Technical Activities"
looker_276,facile.it,facile it,insurance,it services and it consulting,financial services,Financial And Insurance Activities
looker_277,faire,faire,technology,e-commerce,business consulting and services,Information And Communication
looker_278,falabella,falabella com,retail,"technology, information and internet",business consulting and services,Wholesale And Retail Trade
looker_279,ferrero,ferrero,food and beverage services,confectionary,retail,Accommodation and Food Service Activities
looker_280,filoblu,filoblu,business consulting and services,retail,advertising services,"Professional, Scientific and Technical Activities"
looker_281,finnomena,finnomena,financial services,business consulting and services,"technology, information and internet",Financial And Insurance Activities
looker_282,fit analytics,fit analytics,retail,software development,business consulting and services,Wholesale And Retail Trade
looker_283,fluidly,fluidly,business consulting and services,financial services,technology and information,"Professional, Scientific and Technical Activities"
looker_284,flywheel,flywheel,it services,software development,"technology, information and internet","Professional, Scientific and Technical Activities"
looker_285,fontana gruppo,fontana gruppo,construction,manufacturing,industrial machinery manufacturing,Construction
looker_286,fonyou,fonyou,telecommunications,business consulting and services,software development,Information and Communication
looker_287,forbes,forbes,business,publishing,media,"Professional, Scientific and Technical Activities"
looker_288,now ims,fort bend isd,it services and it consulting,business consulting and services,software development,"Professional, Scientific and Technical Activities"
looker_289,forthright,customers,it services and it consulting,business consulting and services,information technology & services,"Professional, Scientific and Technical Activities"
looker_290,fortics,fortics,it services and it consulting,business consulting and services,software development,"Professional, Scientific and Technical Activities"
looker_291,foundation for precision medicine,fpm,non-profit organizations,healthcare,medical research,Administrative and Support Service Activities
looker_292,freetrade,freetrade,financial services,"technology, information and internet",software development,Financial And Insurance Activities
looker_293,frichti,frichti,food delivery,software development,business consulting,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
looker_294,freightos.com,customers,technology,information technology & services,logistics and freight,Information And Communication
looker_295,freshworks,freshworks,business consulting and services,software development,"technology, information, and internet","Professional, Scientific and Technical Activities"
looker_296,friendtimes,friendtimes,software development,gaming,"technology, information and internet",Information And Communication
looker_297,fusionex,customers,it services,software development,business consulting and services,"Professional, Scientific and Technical Activities"
looker_298,game bear,gamebear,software development,"technology, information and internet",advertising services,Information And Communication
looker_299,gameberry labs,gameberry,software development,"technology, information and internet",entertainment providers,Information And Communication
looker_300,gamned,gamned,advertising services,business consulting and services,it services and it consulting,"Professional, Scientific and Technical Activities"
looker_301,gannett media corp.,gannett,media,publishing,technology,"ARTS, ENTERTAINMENT AND RECREATION"
looker_302,geev,geev,business_services,recycling,e-commerce,"Professional, Scientific and Technical Activities"
looker_303,genero,genero,advertising services,software development,business consulting and services,"Professional, Scientific and Technical Activities"
looker_304,geotab,geotab,"technology, information and internet",business consulting and services,software development,Information And Communication
looker_305,geotab,geotab planning solution,software development,"technology, information and internet",it services and it consulting,Information And Communication
looker_306,getquanty,getquanty,business consulting and services,it services and it consulting,advertising services,"Professional, Scientific and Technical Activities"
looker_307,gft technologies,gft,it services and it consulting,business consulting and services,software development,"Professional, Scientific and Technical Activities"
looker_308,gitlab,gitlab,software development,business intelligence,technology services,Information And Communication
looker_309,global fishing watch,global fishing watch,"technology, information and internet",environmental services,business consulting and services,Information And Communication
looker_310,global payments inc.,global payments gcp,financial services,information technology & services,business consulting and services,Financial And Insurance Activities
looker_311,globe telecom,globe telecom,telecommunications,business consulting and services,software development,Information and Communication
looker_312,globus,globus,retail,business consulting and services,consumer services,Wholesale And Retail Trade
looker_313,glowforge,glowforge,software development,"technology, information and internet",business consulting and services,Information And Communication
looker_314,goapptiv,goapptiv,"technology, information and internet",healthcare,software development,Information And Communication
looker_315,gocardless,gocardless,financial services,"technology, information and internet",software development,Financial And Insurance Activities
looker_316,gocardless,gocardless looker,software development,financial services,"technology, information and internet",Information And Communication
looker_317,gogox,gogox,logistics,technology,transportation,TRANSPORTATION AND STORAGE
looker_318,gohenry,gohenry,financial services,"technology, information and internet",business consulting and services,Financial And Insurance Activities
looker_319,good friday appeal,good friday appeal,non-profit organizations,hospitals and health care,business consulting and services,Administrative and Support Service Activities
looker_320,gorillas,gorillas,food and beverage service,"technology, information and internet",on-demand grocery delivery service,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
looker_321,grasshopper,grasshopper,financial services,"technology, information and internet",business consulting and services,Financial And Insurance Activities
looker_322,greedygame,greedy game,advertising services,software development,"technology, information and internet","Professional, Scientific and Technical Activities"
looker_323,groupe le monde,groupe le monde,media,publishing,news,"ARTS, ENTERTAINMENT AND RECREATION"
looker_324,groupe le monde,customers,advertising services,media production,publishing,"Professional, Scientific and Technical Activities"
looker_325,groupnexus,groupnexus,business consulting and services,it services and it consulting,"technology, information and internet","Professional, Scientific and Technical Activities"
looker_326,groww,groww,financial services,technology,software development,Financial And Insurance Activities
looker_327,folha de s. paulo,grupo folha,media production,information technology & services,business consulting & services,Information and Communication
looker_328,grupo soma,grupo soma,retail,fashion,apparel,Wholesale And Retail Trade
looker_329,grushome,grushome,"technology, information and internet",software development,business consulting and services,Information And Communication
looker_330,haaretz,haaretz,information technology,news,publishing,Manufacturing
looker_331,halfbrick studios,halfbrick studios,software development,entertainment providers,technology and information services,Information And Communication
looker_332,hanes australasia,hanes australasia,retail,fashion,consumer goods,Wholesale And Retail Trade
looker_333,happn,happn,software development,"technology, information and internet",business consulting and services,Information And Communication
looker_334,hare digital,hare digital,business consulting and services,it services and it consulting,software development,"Professional, Scientific and Technical Activities"
looker_335,harness,harness looker,software development,it services and it consulting,"technology, information and internet",Information And Communication
looker_336,harver,harver,human resources services,software development,business consulting and services,Administrative and Support Service Activities
looker_337,hays,customers,staffing and recruiting,business consulting and services,human resources services,Administrative and Support Service Activities
looker_338,hca healthcare,hca,hospitals and health care,"technology, information and internet",business consulting and services,Human Health And Social Work Activities
looker_339,healthshare,healthshare,hospitals and healthcare,"technology, information, and internet",business consulting and services,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES
looker_340,herfy,herfy,food service,retail,restaurant,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
looker_341,hermin textile co.,hermin textile,textiles,apparel manufacturing,fashion industry,Manufacturing
looker_342,hike,hike,"technology, information and internet",software development,business consulting and services,Information And Communication
looker_343,hitachi,hitachi,construction,it services and it consulting,business consulting and services,Construction
looker_344,hivebrite,hivebrite,software development,business consulting and services,non-profit organizations,Information And Communication
looker_345,hk express,hk express,airline,aviation,travel,TRANSPORTATION AND STORAGE
looker_346,hoff,hoff,retail,business consulting and services,"technology, information and internet",Wholesale And Retail Trade
looker_347,homeserve france,customers,construction,it services and it consulting,business consulting and services,Construction
looker_348,hopi,hopi,retail,business consulting and services,software development,Wholesale And Retail Trade
looker_349,hsbc,hsbc risk advisory tool,financial services,business consulting and services,insurance,Financial And Insurance Activities
looker_350,hsin hsin galaxy,hhgalaxy,technology,software development,business consulting and services,Information And Communication
looker_351,humanitix,humanitix,events services,non-profit organizations,business consulting and services,Accommodation and Food Service Activities
looker_352,hunkemöller,hunkemoller,retail,fashion,apparel,Wholesale And Retail Trade
looker_353,huq,huq,business consulting and services,"technology, information and internet",other,"Professional, Scientific and Technical Activities"
looker_354,hygia saúde,hygia saude,hospitals and health care,medical practices,wellness and fitness services,Human Health And Social Work Activities
looker_355,ices,ices,education administration programs,business consulting and services,non-profit organizations,Education
looker_356,idonia,idonia,healthcare,technology,software development,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES
looker_357,idparc,idparc,business consulting and services,software development,"technology, information and internet","Professional, Scientific and Technical Activities"
looker_358,igenius,igenius,advertising services,business consulting and services,software development,"Professional, Scientific and Technical Activities"
looker_359,igloo,igloo,insurance,financial services,technology,Financial And Insurance Activities
looker_360,igloo,igloo insurtech,insurance technology,financial services,business consulting and services,Financial And Insurance Activities
looker_361,ijsvogel retail,ijsvogel,retail,pet supplies,consumer services,Wholesale And Retail Trade
looker_362,il meteo,il meteo,business consulting and services,"technology, information and internet",information technology & services,"Professional, Scientific and Technical Activities"
looker_363,imagia,imagia,hospitals and health care,"technology, information and internet",medical practices,Human Health And Social Work Activities
looker_364,indiamart,customers,business consulting and services,information technology & services,e-commerce,"Professional, Scientific and Technical Activities"
looker_365,indigitall,customers,"technology, information and internet",business consulting and services,software development,Information And Communication
looker_366,ingedata,ingedata,business consulting and services,information technology & services,software development,"Professional, Scientific and Technical Activities"
looker_367,inkr,inkr,technology,entertainment,media production,Information And Communication
looker_368,innovorder,innovorder,business consulting and services,software development,"technology, information and internet","Professional, Scientific and Technical Activities"
looker_369,inshorts,inshorts,business consulting,media production,advertising services,"Professional, Scientific and Technical Activities"
looker_370,insight timer,insight timer,"technology, information and internet",software development,wellness and fitness services,Information And Communication
looker_371,inspectorio,inspectorio,retail,logistics and supply chain,business services,Wholesale And Retail Trade
looker_372,instal,instal,advertising services,software development,business consulting and services,"Professional, Scientific and Technical Activities"
looker_373,fast simon,instantsearchplus,software development,"technology, information and internet",business consulting and services,Information And Communication
looker_374,google cloud,nci nih,software development,"technology, information and internet",business consulting and services,Information And Communication
looker_375,integragen,integragen,business consulting and services,software development,biotechnology,"Professional, Scientific and Technical Activities"
looker_376,intergamma,intergamma,retail,consumer services,business consulting and services,Wholesale And Retail Trade
looker_377,inuxu digital media technologies,inuxumedia,advertising services,software development,business consulting and services,"Professional, Scientific and Technical Activities"
looker_378,invoke learning,invoke learning,higher education,business consulting and services,information technology & services,Education
looker_379,iotex,iotex,"technology, information and internet",software development,business consulting and services,Information And Communication
looker_380,ipoca inc.,ipoca,retail,business consulting and services,"technology, information and internet",Wholesale And Retail Trade
looker_381,iron mountain,customers,business consulting and services,it services and it consulting,information technology & services,"Professional, Scientific and Technical Activities"
looker_382,itbm,itbm,business consulting and services,it services and it consulting,software development,"Professional, Scientific and Technical Activities"
looker_383,itv,itv,broadcasting,entertainment,media production,INFORMATION AND COMMUNICATION
looker_384,jardine restaurant group,jrg,food and beverage services,retail,restaurants,Accommodation and Food Service Activities
looker_385,customers,customers,other,,,Other
looker_386,jayride,jayride,transportation,software development,travel services,Transportation and Storage
looker_387,jb hi-fi,jb hi fi,retail,electronics,consumer goods,Wholesale And Retail Trade
looker_388,jobrapido,jobrapido,advertising services,business consulting and services,"technology, information and internet","Professional, Scientific and Technical Activities"
looker_389,joblift,joblift,business consulting and services,"technology, information and internet",human resources services,"Professional, Scientific and Technical Activities"
looker_390,jobtome,jobtome,business consulting and services,information technology & services,human resources services,"Professional, Scientific and Technical Activities"
looker_391,jucy,jucy,software development,travel/tourism,business consulting and services,Information And Communication
looker_392,just eat,just eat,food and beverage services,"technology, information and internet",business consulting and services,Accommodation and Food Service Activities
looker_393,just kitchen,justkitchen,food and beverage services,"technology, information and internet",software development,Accommodation and Food Service Activities
looker_394,kadaxis,kadaxis,business consulting and services,software development,data science,"Professional, Scientific and Technical Activities"
looker_395,kaiko,customers,financial services,"technology, information and internet",business consulting and services,Financial And Insurance Activities
looker_396,kapten,kapten,"transportation, logistics, supply chain and storage",software development,business consulting and services,Transportation and Storage
looker_397,karma,karma,software development,business consulting and services,food and beverage services,Information And Communication
looker_398,kasikorn business - technology group (kbtg),kbtg,financial services,"technology, information and internet",business consulting and services,Financial And Insurance Activities
looker_399,kata.ai,kata ai,business consulting and services,software development,"technology, information and internet","Professional, Scientific and Technical Activities"
looker_400,keap,keap,software development,business consulting and services,information technology & services,Information And Communication
looker_401,pluto7,usc,technology,software development,healthcare,Information And Communication
