id,company
powerbi_206,IFCO SYSTEMS GmbH
powerbi_207,Bayer
powerbi_208,Rabobank
powerbi_209,New York City Department of Education
powerbi_210,BioMar
powerbi_211,VELUX
powerbi_212,Deutsche Bahn
powerbi_213,ZS Associates
powerbi_214,Hochschule Düsseldorf
powerbi_215,Taoyuan City Government
powerbi_216,bp
powerbi_217,Greenreb AG
powerbi_218,Rolls Royce
powerbi_219,Canadian Tire
powerbi_220,System Cleaners
powerbi_221,SSP Group
powerbi_222,SLB
powerbi_223,Mead Johnson Nutrition
powerbi_224,ATRAM
powerbi_225,SHUEISHA INC.
powerbi_226,Kurita Water Industries Ltd.
powerbi_227,Tourism Malaysia
powerbi_228,Pos Aviation
powerbi_229,Waverton Investment Management
powerbi_230,Dr. Pfleger Arzneimittel GmbH
powerbi_231,Rabobank
powerbi_232,Bayer AG
powerbi_233,SWICA
powerbi_234,Accuride GmbH
powerbi_235,Kambukka
powerbi_236,"New Mexico’s Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)"
powerbi_237,relayr GmbH
powerbi_238,"Honda Performance Development, Inc."
powerbi_239,Balfour Beatty
powerbi_240,Relias
powerbi_241,T-Mobile
powerbi_242,Kuwait Integrated Petroleum Industries Company (KIPIC)
powerbi_243,Zurich Insurance Company Ltd
powerbi_244,Isabel Group
powerbi_245,South London Partnership
powerbi_246,Sutherland
powerbi_247,Orange County Superior Court
powerbi_248,Conagra Brands
powerbi_249,"The Municipalities of Sotenäs, Munkedal and Lysekil"
powerbi_250,Aga Khan University
powerbi_251,Colas Group
powerbi_252,ECHT Gastro Partner GmbH
powerbi_253,Delhaize Serbia
powerbi_254,NTT TechnoCross Corporation
powerbi_255,Atea
powerbi_256,L'Oreal
powerbi_257,Sasuchan Development Corporation: Takla Lake Limited Partnership
powerbi_258,Walmart
powerbi_259,CEC Bank
powerbi_260,Grupo Bimbo
powerbi_261,Techint E&C
powerbi_262,East London NHS Foundation Trust
powerbi_263,Michael Weinig AG
powerbi_264,Rx.Health
powerbi_265,Spy Alarms
powerbi_266,North Caspian Operating Company
powerbi_267,PGESCO
powerbi_268,IGEL Technology GmbH
powerbi_269,smapOne AG
powerbi_270,Aditya Birla Capital
powerbi_271,Porsche Holding
powerbi_272,Prince William County Public Schools
powerbi_273,P97 Networks
powerbi_274,Dow
powerbi_275,Amref
powerbi_276,KAJIMA CORPORATION
powerbi_277,"MITSUI & CO., LTD."
powerbi_278,Labour Inspectorate of the Republic of Slovenia (IRSD)
powerbi_279,SES
powerbi_280,Lenskart
powerbi_281,Asahi Kasei Corporation
powerbi_282,Leonard Cheshire
powerbi_283,Restaurant Division - Americana Group
powerbi_284,"CDG, Inc."
powerbi_285,Peace Parks Foundation
powerbi_286,Blaklader
powerbi_287,The Co-op
powerbi_288,GWC
powerbi_289,Al Tannan
powerbi_290,Oslo Agency for Health
powerbi_291,University of Surrey
powerbi_292,RapidDeploy
powerbi_293,University of North Carolina at Greensboro
powerbi_294,Dah Chong Hong
powerbi_295,Ultimation Industries
powerbi_296,Bahrain Public Transport Company
powerbi_297,VavaCars
powerbi_298,Chevron
powerbi_299,HELLENIC PETROLEUM Group
powerbi_300,HELLENIC PETROLEUM Group
powerbi_301,GN Store Nord A/S
powerbi_302,Cooler Screens
powerbi_303,McLaren Automotive
powerbi_304,Avans University of Applied Sciences
powerbi_305,"Kyowa Kirin Co., Ltd."
powerbi_306,Azersun Holding
powerbi_307,ESPN
powerbi_308,Plock GmbH
powerbi_309,Magicrete Building Solutions Pvt Ltd.
powerbi_310,Luzerner Kantonsspital
powerbi_311,Sanitas
powerbi_312,Falck
powerbi_313,CumulusPro
powerbi_314,3M
powerbi_315,VUS (Vietnam USA Society English Training Services Center)
powerbi_316,LBC Tank Terminals
powerbi_317,AB Inbev
powerbi_318,Luminous Power Technologies
powerbi_319,Wolverine Worldwide
powerbi_320,Green Kite Property Services Ltd
powerbi_321,Piramal Capital & Housing Finance Limited
powerbi_322,Spairliners
powerbi_323,Wellness Forever Medicare Limited
powerbi_324,Barnardo's
powerbi_325,Zurich Insurance Group
powerbi_326,Parloa GmbH
powerbi_327,Zeti
powerbi_328,Bausparkasse Schwäbisch Hall AG
powerbi_329,RBL Bank
powerbi_330,SURF
powerbi_331,Yale School of Medicine
powerbi_332,DOMCURA AG
powerbi_333,Climate for Life
powerbi_334,Conduent
powerbi_335,Kitchen Brains
powerbi_336,RBL Bank
powerbi_337,Slovenské elektrárne
powerbi_338,Support Black Charities
powerbi_339,VITAS Healthcare
powerbi_340,Equinor
powerbi_341,Campari
powerbi_342,The Hanover Insurance Group
powerbi_343,NOVA Chemicals
powerbi_344,Finastra
powerbi_345,PKP Energetyka
powerbi_346,Derbyshire Constabulary
powerbi_347,LaLiga
powerbi_348,Swiss Re
powerbi_349,Ferring Pharmaceuticals
powerbi_350,Emirates Group
powerbi_351,Grupo Bimbo
powerbi_352,Aquashield Europe
powerbi_353,Ardent Mills
powerbi_354,Vodafone
powerbi_355,Dinçer Lojistik
powerbi_356,ZF Group
powerbi_357,Catholic District School Board Of Eastern Ontario
powerbi_358,American Tire Distributors
powerbi_359,MV Transportation
powerbi_360,Carbery Group
powerbi_361,Taylor Wimpey
powerbi_362,Otto Bock HealthCare GmbH
powerbi_363,Ortec Finance
powerbi_364,Chevron
powerbi_365,The Real Green Food Co.
powerbi_366,Facq
powerbi_367,Techem GmbH
powerbi_368,VillageMD
powerbi_369,PriceWaterhouseCoopers (PWC)
powerbi_370,Jardine Engineering Corporation
powerbi_371,Ontic
powerbi_372,"Seven Bank, Ltd."
powerbi_373,Bollore Transports & Logistics
powerbi_374,Ahold Delhaize
powerbi_375,Sunweb
powerbi_376,Bosch
powerbi_377,Atos
powerbi_378,Meratus
powerbi_379,Mukuru Shared Services
powerbi_380,Chedid Capital
powerbi_381,Advertising Specialty Institute
powerbi_382,Best-Hall
powerbi_383,Dextra Group
powerbi_384,EAM GmbH & Co. KG
powerbi_385,ARM
powerbi_386,"Ministry of Economy, Trade and Industry"
powerbi_387,DP World
powerbi_388,PayPal
powerbi_389,Call2Recycle
powerbi_390,Multichoice Group
powerbi_391,Ferrovie dello Stato
powerbi_392,Indus Towers
powerbi_393,Phihong Technology
powerbi_394,Surrey and Borders
powerbi_395,Grupo Bimbo
powerbi_396,Jumbo Supermarkten BV
powerbi_397,Wichita Public Schools
powerbi_398,Axpo
powerbi_399,"ChemTreat, Inc."
powerbi_400,LBV
powerbi_401,National Council of State Boards of Nursing
powerbi_402,Millennium bcp
powerbi_403,Centrica
powerbi_404,Bahia Principe Hotels & Resorts
powerbi_405,Universidad Latina de Costa Rica
powerbi_406,Nivy Smartwatch
powerbi_407,"AdInte Co., Ltd."
powerbi_408,www.cricuru.com
powerbi_409,Swiggy
powerbi_410,EY
powerbi_411,SSI Securities Corporation
powerbi_412,Hendrick Motorsports
powerbi_413,fairlife
powerbi_414,Anima Mentis
powerbi_415,Valmont Coatings
powerbi_416,Westinghouse Electric Company
powerbi_417,Organica Water
powerbi_418,GetGo
powerbi_419,Design Offices
powerbi_420,St. Luke's University Health Network
powerbi_421,IDS Borjomi Ukraine
powerbi_422,Tandemploy GmbH
powerbi_423,Komatsu Industries Corp.
powerbi_424,Mitie
powerbi_425,Schleich GmbH
powerbi_426,T-Mobile
powerbi_427,Kantar Group
powerbi_428,Action Apps
powerbi_429,Microsoft Corporation
powerbi_430,INTEGRIS Health
powerbi_431,Johnson Controls
powerbi_432,Avanade
powerbi_433,"King County, WA"
powerbi_434,Iberia Express
powerbi_435,Oregon State University
powerbi_436,Southern New Hampshire University
powerbi_437,Mitsubishi Electric Corporation
powerbi_438,Bodega Doña Felisa S.L.
powerbi_439,Marks & Spencer
powerbi_440,Grant Thornton UK LLP
powerbi_441,City of Ottawa
powerbi_442,Sunshine Holdings
powerbi_443,Munich Re (Group)
powerbi_444,Nebraska Department of Education
powerbi_445,Duquesne University
powerbi_446,Royal Automobile Club of Western Australia (RAC WA)
powerbi_447,Bodegas Vega de Yuco
powerbi_448,Yapı Kredi
powerbi_449,SSE
powerbi_450,Bank of Khyber
powerbi_451,Galadari Group
powerbi_452,Kern County
powerbi_453,New York City Department of Environmental Protection
powerbi_454,Coca-Cola Beverages Philippines
powerbi_455,CSG
powerbi_456,Ville de Laval
powerbi_457,Air Astana
powerbi_458,SLMG Beverages Pvt. Ltd.
powerbi_459,Morgan Sindall
powerbi_460,Robert Walters
powerbi_461,La Pontezuela S.L.U.
powerbi_462,University of Pardubice
powerbi_463,Walgreens
powerbi_464,Lhoist
powerbi_465,Cobase
powerbi_466,Zammo.ai
powerbi_467,PROTORIA
powerbi_468,RHI Magnesita
powerbi_469,EY
powerbi_470,Toyota Motor North America
powerbi_471,Hampshire & Isle of Wight Fire & Rescue Service
powerbi_472,Kinleigh Folkard & Hayward
powerbi_473,Moneysworth & Best Quality Shoe Care
powerbi_474,Rolls-Royce
powerbi_475,Inlitix
powerbi_476,"George Emil Palade University of Medicine, Pharmacy, Science and Technology Târgu Mures (UMFST)"
powerbi_477,WWF Italia
powerbi_478,Milton Keynes General Hospital NHS Trust
powerbi_479,Nokia
powerbi_480,ASOS
powerbi_481,Dominican Judicial Branch
powerbi_482,Vitaldent
powerbi_483,Seattle Visiting Nurse Association
powerbi_484,FortisAlberta Inc.
powerbi_485,H&M
powerbi_486,Edible Arrangements
powerbi_487,Procter & Gamble
powerbi_488,San Francisco Municipal Transportation Agency
powerbi_489,Jacksonville University
powerbi_490,Microsoft
powerbi_491,Alsimet
powerbi_492,Gira Dental
powerbi_493,Intesa Sanpaolo Group
powerbi_494,Mainstream Renewable Power
powerbi_495,Giant Eagle
powerbi_496,The Miami Dolphins
powerbi_497,Patterson Companies
powerbi_498,Clarion Housing
powerbi_499,Lillestrøm
powerbi_500,Dom Development
powerbi_501,ZF Group
powerbi_502,Rotherham NHS Foundation Trust
powerbi_503,Los Angeles Unified School District
powerbi_504,Syngenta Group
powerbi_505,Edible Arrangements
powerbi_506,Kumba Iron Ore
powerbi_507,Ingram Micro
powerbi_508,Bristol City Council
powerbi_509,Telia Company
powerbi_510,Willis Towers Watson
powerbi_511,Tetra Pak
powerbi_512,Assistance Coordination Unit (ACU)
powerbi_513,Lebanese Red Cross
powerbi_514,EQ
powerbi_515,Axpo
powerbi_516,Toyota
powerbi_517,Rx.Health
powerbi_518,Ministry of Education of the Republic of Azerbaijan
powerbi_519,FERMAX
powerbi_520,KPMG
powerbi_521,"KONICA MINOLTA, INC."
powerbi_522,Grundfos
powerbi_523,Exasol
powerbi_524,HIAS
powerbi_525,Toyota Ukraine
powerbi_526,CadDo
powerbi_527,Team Rubicon
powerbi_528,24Storage
powerbi_529,CRC Industries
powerbi_530,Bristol City Council
powerbi_531,EY
powerbi_532,Wipfli
powerbi_533,Clean Energy Fuels
powerbi_534,Ensign Drilling Inc.
powerbi_535,Walgreens Boots Alliance
powerbi_536,Alder Hey Children's NHS Foundation Trust
powerbi_537,PepsiCo
powerbi_538,MCS
powerbi_539,AO.com
powerbi_540,Danfoss A/S
powerbi_541,Unilever
powerbi_542,Boys & Girls Clubs of America
powerbi_543,OpenWrks
powerbi_544,Media24
powerbi_545,Humana
powerbi_546,National Railway Company of Belgium (SNCB)
powerbi_547,AllWays Health Partners
powerbi_548,EDUCATION4SIGHT
powerbi_549,Govia Thameslink Railway
powerbi_550,The Contingent
powerbi_551,Manulife
powerbi_552,C.H. Robinson
powerbi_553,Campari Group
powerbi_554,Delta Electronics
powerbi_555,Marks and Spencer
powerbi_556,Cosentino
powerbi_557,Transport for NSW
powerbi_558,The Wonderful Company
powerbi_559,St. Luke's University Health Network
powerbi_560,Forsyth County School District
powerbi_561,Hellenic Bank
powerbi_562,Siemens
powerbi_563,Swedish Medical Center
powerbi_564,Geojit Financial Services
powerbi_565,Walgreens Boots Alliance
powerbi_566,Walgreens Boots Alliance
powerbi_567,G&J Pepsi-Cola Bottlers
powerbi_568,Thomas Concrete Group
powerbi_569,SWK Stadtwerke Krefeld AG
powerbi_570,Eppendorf AG
powerbi_571,Telstra
powerbi_572,Reliable Electric
powerbi_573,Our Dorset Integrated Care System
powerbi_574,ENGIE
powerbi_575,Arla Foods
powerbi_576,Financial Fabric
powerbi_577,Parkland County
powerbi_578,Rockwell Automation
powerbi_579,United Farmers of Alberta Co-operative Limited
powerbi_580,TIM
powerbi_581,Kennametal Inc.
powerbi_582,Clearent
powerbi_583,EDF ENR
powerbi_584,MVP Health Care
powerbi_585,Smiths Group
powerbi_586,Wipro Consumer Care & Lighting
powerbi_587,Gauteng Provincial Government Republic of South Africa
powerbi_588,Vipps AS
powerbi_589,Abu Dhabi Digital Authority (ADDA)
powerbi_590,Walgreens
powerbi_591,Larsen & Toubro (L&T) Construction
powerbi_592,Sumarroca
powerbi_593,BESTSELLER
powerbi_594,UNICEF Netherlands
powerbi_595,AEP Energy
powerbi_596,St. Luke's University Health Network
powerbi_597,Leonard Cheshire
powerbi_598,Miami HEAT
powerbi_599,Majans
powerbi_600,Nederlandse Spoorwegen (Dutch Railways)
powerbi_601,Rural Investments Financing Agency (AFIR)
powerbi_602,Komatsu
powerbi_603,Deutsche Telekom AG
powerbi_604,RIEL
powerbi_605,TGI Fridays UK Ltd
powerbi_606,By The Ocean We Unite
powerbi_607,Fulton County Schools
powerbi_608,Carlsberg Group
powerbi_609,Intimidator
powerbi_610,Virgin Atlantic
powerbi_611,Komatsu Australia
powerbi_612,Sonee Sports
powerbi_613,PCL Construction LLC
powerbi_614,Eneco
powerbi_615,Heathrow Airport
powerbi_616,Eurobank
powerbi_617,Dairy Farmers of America
powerbi_618,Adobe
powerbi_619,Hickory Farms
powerbi_620,Edsby
powerbi_621,Adobe
powerbi_622,HP
powerbi_623,Vapiano
powerbi_624,Ecolab Inc.
qlik_1,Ineos inovyn
qlik_2,Van oord 2024 global impact award
qlik_3,Carvajal 2024 global transformation awards
qlik_4,Ingersoll rand 2024 global transformation award winner
qlik_5,Fujitsu 2024 global transformation award
qlik_6,Avon institute and the brazilian senate 2024 global impact award
qlik_7,Hilton 2024 global transformation awards
qlik_8,Antalis
qlik_9,Reworld
qlik_10,Henderson group transforms to agile business operations
qlik_11,Edeka
qlik_12,Lekkerland
qlik_13,Lekkerland fastens test data transfer with qlik gold client
qlik_14,Village roadshow group
qlik_15,Ather energy
qlik_16,Carvajal adopts qlik sense to drive growth in user numbers
qlik_17,Qlik creates transparency into logistics processes at edeka
qlik_18,Openreach reduces time to insight with qlik
qlik_19,Urban sports club boosts efficiency and saves time
qlik_20,Bnl bnp paribas
qlik_21,Bnl bnp paribas uses qlik replicate to build new data architecture
qlik_22,Lowa switzerland
qlik_23,Armscor
qlik_24,Lowa switzerland uses qlik sense saas to derive more info
qlik_25,Government agency cuts reporting from weeks to hours
qlik_26,Nortera
qlik_27,Dpd switzerland
qlik_28,Carrefour romania
qlik_29,Qlik helps logista to overcome data challenges in sap
qlik_30,Mayborn group benefits from high speed insights
qlik_31,Nortera implements qlik sense and qlik cloud across multiple locations
qlik_32,Eureden becomes more agile thanks to qlik sense and qlik replicate
qlik_33,Dpd reduces carbon footprint and improves customer service
qlik_34,Trek unifies data and analytics with qlik and databricks
qlik_35,Carvajal
qlik_36,Indianoil delivers compelling visualizations with qlik sense
qlik_37,Textron
qlik_38,Indianoil
qlik_39,Australian national university
qlik_40,Necpc
qlik_41,Necpc used qlik replicate and qlik compose to eliminate latency
qlik_42,Sustainable campus operations with insightful analytics
qlik_43,Mayborn group
qlik_44,Trek bicycle
qlik_45,Openreach
qlik_46,Georgia pacific
qlik_47,Vale achieves yearly benefit of usd600m
qlik_48,Siemens healthineers creating innovation through digitalization
qlik_49,Sodastream optimizes consumer centric marketing strategy
qlik_50,Fair price enhance transparency and control
qlik_51,Data helps c40 meet their climate goals
qlik_52,Data helps c40 meet climate goals
qlik_53,Lintech reduces churn increases revenue
qlik_54,A game changing approach to analytics
qlik_55,Wslhd better analytics better health outcomes
qlik_56,Consolidated data empowers cancer care
qlik_57,Caixabank transforms decision making
qlik_58,Syngenta drives top line revenue opportunities
qlik_59,Direct relief turn information into aid
qlik_60,Inventory analysis visualization and management
qlik_61,Qlik places walker in the drivers seat
qlik_62,Qlik helps nationwide building society with data literacy
qlik_63,Fenwick drives business growth with the power of qlik saas
qlik_64,Macquarie university gives students real world experience
qlik_65,Malmo redhawks changes their game with qlik analytics
qlik_66,Iwn data can transform the water industry
qlik_67,Miid saves 256 man hours with smarter transport
qlik_68,Te whatu ora mhaids use qlik to make informed decisions
qlik_69,Kanden powers up operations with data
qlik_70,A unique ecological study opportunity
qlik_71,Textron uses qlik and databricks to drive innovation
qlik_72,Polygon helps shape lending strategies
qlik_73,Qlik empowers hitachis supply chain decisions
qlik_74,Qlik enables 40 accuracy improvement
qlik_75,Airbus consolidates data sources to optimize aircraft production
qlik_76,Breuninger interweaving sap and google bigquery
qlik_77,Wrightington wigan and leigh from ward to board with qlik
qlik_78,Gordon food service gains business awareness
qlik_79,Direct relief with qlik video
qlik_80,Anz bank derives value from data with qlik
qlik_81,Greene tweed gains active intelligence with qlik
qlik_82,Data is the new gold for lenovos strategic advantage
qlik_83,Vodafoneziggo offers self service data buffet
qlik_84,Greene tweed gains efficiencies in sap data replication
qlik_85,Sorgenia stays ahead of competition with vital data insights
qlik_86,Volvo groups journey data adoption collaboration with qlik
qlik_87,Capital and coast district health board increased
qlik_88,Contra costa health system transforms data noise
qlik_89,Vancouver international airport transforms air travel with bi analytics
qlik_90,Arch systems billion data points optimize uptime
qlik_91,Poly wood case study
qlik_92,Infographic bmw group
qlik_93,Woolworths improves inventory processes with data
qlik_94,Ferguson on azure with qlik data integration
qlik_95,Sourcing all data into one data lake with snowflake and qlik data integration
qlik_96,Qlik empowers company wide insights with embedding
qlik_97,Mayborn group
qlik_98,Mayborn group active intelligence drives better analysis
qlik_99,Mainframe data replication to aws
qlik_100,Sistic singapore
qlik_101,Sega games
qlik_102,Ocean and earth gain valuable retail insights with qlik
qlik_103,Novartis is going big on data
qlik_104,Q 36 5 pro cycling team
qlik_105,Ikano increases sales and customer satisfaction with qlik
qlik_106,Merck uses qlik for deep insights into clinical trials
qlik_107,Generali customer video
qlik_108,Aegon unshackles legacy systems chains using aws and qlik
qlik_109,Duravit faster better reporting brings goals
qlik_110,Fm logistic data that powers logistics 4 0
qlik_111,Mental health concern healthier data translates to better mental health
qlik_112,Spirax sarco improving cash flow through automation and data standardization
qlik_113,Simba sleep with stitch lose no sleep over aggressive growth pains
qlik_114,Save the children germany saving time and effort
qlik_115,Lenovo predicting the future one transaction at a time
qlik_116,Swiss life france uses qlik replicate tm to deliver customer data
qlik_117,Fanatics leverages a cloud data lake for analytics with amazon web services and qlik case study
qlik_118,Medux visualizes data achieving data literacy
qlik_119,Covanta drive data outcomes with effective data governance
qlik_120,Globe telecom enhance mobile subscriber experiences with trustworthy data
qlik_121,Beneva elevate marketing success through data quality excellence
qlik_122,Jaguar land rover gains real time access to actionable data
qlik_123,Data accuracy offers new opportunities
qlik_124,Service speed takes uwm to new heights
qlik_125,Besix achieves better decision making based on trusted data
qlik_126,Real time data drives key efficiencies
qlik_127,Mentor graphics case study
qlik_128,Etix case study
qlik_129,Briefcam transforms video data into insights
qlik_130,Schneider electric unlocks value from sap data
qlik_131,Nz health partnerships move from analytics to insights
qlik_132,Smc puts data at its fingertips
qlik_133,Unitrans takes data the extra mile
qlik_134,Vinci energies
qlik_135,National stock exchange saves time with qlik
qlik_136,Bank btpn streams real time data with qlik
qlik_137,Sega leveling up the mobile game experience
qlik_138,Anz bank make better decisions with data
qlik_139,Data is the key to retail success at samsung
qlik_140,Devon energy simplifies data transition to cloud
qlik_141,Mercers clients given data analytics capability
qlik_142,Clutha district council provide seamless services
qlik_143,Novartis democratized data drives value
qlik_144,Bitmarck case study
qlik_145,How data driven analytics with qlik saved bentley systems 2 million in first year
qlik_146,Dpg media introduces state of the art campaign portal
qlik_147,Ewals cargo care accelerates cloud data warehouse productivity by 400 percent
qlik_148,Audi team hitotsuyama stay ahead of the competition
qlik_149,Miller insurance qlik replicate case study
qlik_150,Appalachian regional healthcare
qlik_151,Skullcandy
qlik_152,Qlik sense delivers 20 20 vision
qlik_153,Honda undergoes a digital transformation
qlik_154,Data achieves debt resolution success
qlik_155,Usaa replicating cloud data
qlik_156,Brown forman reducing development and testing time while reducing costs
qlik_157,Lenovo leverages data for strategic advantage
qlik_158,Zift increases competitiveness with application automation
qlik_159,Cs volvo group drives data insights kpis
qlik_160,In demand case study
qlik_161,Intuit
qlik_162,Dominos
qlik_163,Integra financial
qlik_164,Urban outfitters
qlik_165,Hunt makes data visible to everyone
